time,crime_type,top_bot_crime_ratio
2002-01,Property,3.554419120296138
2002-02,Property,3.54514569092445
2002-03,Property,3.5433232306655484
2002-04,Property,3.527750056248
2002-05,Property,3.5114792620420756
2002-06,Property,3.528334566115561
2002-07,Property,3.559614241483011
2002-08,Property,3.5815149568794724
2002-09,Property,3.601432053329321
2002-10,Property,3.607582101923701
2002-11,Property,3.6054177185693406
2002-12,Property,3.580919093330075
2003-01,Property,3.5633725913534664
2003-02,Property,3.55092383908501
2003-03,Property,3.570765400829901
2003-04,Property,3.581937633136665
2003-05,Property,3.5969636496154784
2003-06,Property,3.592647689202051
2003-07,Property,3.6139100000442985
2003-08,Property,3.626219894947025
2003-09,Property,3.6497001238457885
2003-10,Property,3.6640616099457657
2003-11,Property,3.667165200974681
2003-12,Property,3.710955370920332
2004-01,Property,3.730808511706352
2004-02,Property,3.7501256109704695
2004-03,Property,3.788888817396139
2004-04,Property,3.819432017459205
2004-05,Property,3.8390798424271524
2004-06,Property,3.8129106627770293
2004-07,Property,3.794850833163393
2004-08,Property,3.794042945920666
2004-09,Property,3.7709607434388994
2004-10,Property,3.767349270487408
2004-11,Property,3.735885658055142
2004-12,Property,3.726886551281609
2005-01,Property,3.7233250464593715
2005-02,Property,3.744353725394246
2005-03,Property,3.728186270133454
2005-04,Property,3.709668861709348
2005-05,Property,3.6982911704107684
2005-06,Property,3.7610898886086392
2005-07,Property,3.821695514988193
2005-08,Property,3.843612958153817
2005-09,Property,3.802928340059227
2005-10,Property,3.767401177117612
2005-11,Property,3.7930433421331697
2005-12,Property,3.7978281065373674
2006-01,Property,3.7858995471866077
2006-02,Property,3.8048060208600467
2006-03,Property,3.8518954769525897
2006-04,Property,3.8617543030478325
2006-05,Property,3.8726204122295207
2006-06,Property,3.8517124174907753
2006-07,Property,3.8261504769758927
2006-08,Property,3.877089015367909
2006-09,Property,3.955433355615151
2006-10,Property,4.00276968758681
2006-11,Property,4.037018262675247
2006-12,Property,4.073883080005789
2007-01,Property,4.138054666305995
2007-02,Property,4.191537137427847
2007-03,Property,4.229624881335272
2007-04,Property,4.283617509271316
2007-05,Property,4.3403681727252845
2007-06,Property,4.451243593371749
2007-07,Property,4.523325294001112
2007-08,Property,4.581912376313071
2007-09,Property,4.653438489587371
2007-10,Property,4.677814457443631
2007-11,Property,4.706250313031982
2007-12,Property,4.730279375316971
2008-01,Property,4.745982755067919
2008-02,Property,4.771439709976482
2008-03,Property,4.763196552152429
2008-04,Property,4.761836506121086
2008-05,Property,4.7697790402717954
2008-06,Property,4.71308850269268
2008-07,Property,4.671030513926641
2008-08,Property,4.646823561202768
2008-09,Property,4.631999361324096
2008-10,Property,4.592872329487589
2008-11,Property,4.543631214430045
2008-12,Property,4.452570684254114
2009-01,Property,4.4359063584419465
2009-02,Property,4.390742329452007
2009-03,Property,4.352890739170113
2009-04,Property,4.323827717873691
2009-05,Property,4.311556978292559
2009-06,Property,4.342314316304725
2009-07,Property,4.393518079301688
2009-08,Property,4.380037585602957
2009-09,Property,4.375444404788542
2009-10,Property,4.398175752010157
2009-11,Property,4.424581293283358
2009-12,Property,4.488901290130671
2010-01,Property,4.505306701883403
2010-02,Property,4.4976522306517515
2010-03,Property,4.467978565151205
2010-04,Property,4.491631282837593
2010-05,Property,4.479313188547727
2010-06,Property,4.412566429949397
2010-07,Property,4.351069349357767
2010-08,Property,4.319749195089719
2010-09,Property,4.293202114573569
2010-10,Property,4.287505329997105
2010-11,Property,4.304543549346092
2010-12,Property,4.286394108158832
2011-01,Property,4.284394879275532
2011-02,Property,4.2703942577239005
2011-03,Property,4.276278781899581
2011-04,Property,4.295749539267132
2011-05,Property,4.305068322349543
2011-06,Property,4.408074051116477
2011-07,Property,4.3970453397119815
2011-08,Property,4.4178885137725095
2011-09,Property,4.4680057799846145
2011-10,Property,4.450641452672044
2011-11,Property,4.454037286211131
2011-12,Property,4.471941239682824
2012-01,Property,4.458694937098036
2012-02,Property,4.496883815707134
2012-03,Property,4.513404704342321
2012-04,Property,4.501995464224692
2012-05,Property,4.4838498968277385
2012-06,Property,4.4226916678688415
2012-07,Property,4.444332102829817
2012-08,Property,4.425666815425818
2012-09,Property,4.394430859533116
2012-10,Property,4.391853540736686
2012-11,Property,4.358708213567083
2012-12,Property,4.359128574170704
2013-01,Property,4.375109038164144
2013-02,Property,4.354774264837513
2013-03,Property,4.335687771245008
2013-04,Property,4.342831772827064
2013-05,Property,4.37065759582527
2013-06,Property,4.340338841021627
2013-07,Property,4.3614986066073875
2013-08,Property,4.393375430454794
2013-09,Property,4.388144127596439
2013-10,Property,4.4002730685304785
2013-11,Property,4.415184730474899
2013-12,Property,4.400704622070602
2014-01,Property,4.388249371242895
2014-02,Property,4.411109531657244
2014-03,Property,4.426955158597589
2014-04,Property,4.450708320229381
2014-05,Property,4.451793017844685
2014-06,Property,4.449438618977503
2014-07,Property,4.458146351807605
2014-08,Property,4.449425401111632
2014-09,Property,4.467522764870366
2014-10,Property,4.483522810409281
2014-11,Property,4.458102513065433
2014-12,Property,4.491936024013818
2015-01,Property,4.485487605443576
2015-02,Property,4.463790765068009
2015-03,Property,4.484829964343032
2015-04,Property,4.523284300695786
2015-05,Property,4.478355611773315
2015-06,Property,4.5230167861622235
2015-07,Property,4.530985802904682
2015-08,Property,4.540556792291493
2015-09,Property,4.513641465905132
2015-10,Property,4.499482734066416
2015-11,Property,4.4785022572262445
2015-12,Property,4.36722560207367
2016-01,Property,4.33810294877377
2016-02,Property,4.345496025149307
2016-03,Property,4.298961526299224
2016-04,Property,4.260555506666182
2016-05,Property,4.3304522074648135
2016-06,Property,4.329598370953888
2016-07,Property,4.305074701987231
2016-08,Property,4.295224674474048
2016-09,Property,4.298944399275885
2016-10,Property,4.282368214849742
2016-11,Property,4.312475632556874
2016-12,Property,4.309593098932662
2017-01,Property,4.303452130628292
2017-02,Property,4.310948532092852
2017-03,Property,4.339717582893041
2017-04,Property,4.384026782992855
2017-05,Property,4.350115681993806
2017-06,Property,4.399669859680366
2017-07,Property,4.384176657181601
2017-08,Property,4.377431458628999
2002-01,Society,8.427178562353221
2002-02,Society,8.531550720681944
2002-03,Society,8.47768902789272
2002-04,Society,8.521870777301672
2002-05,Society,8.513194407653916
2002-06,Society,8.538873509874547
2002-07,Society,8.58570959640455
2002-08,Society,8.648080289143934
2002-09,Society,8.664793105834791
2002-10,Society,8.840345578554706
2002-11,Society,8.912634354751972
2002-12,Society,8.83763511711818
2003-01,Society,8.911256426200362
2003-02,Society,8.825514593022056
2003-03,Society,8.947981850785158
2003-04,Society,8.999874169004338
2003-05,Society,9.08593776349567
2003-06,Society,9.222856287480614
2003-07,Society,9.401694936020817
2003-08,Society,9.61201374837913
2003-09,Society,9.988249144580156
2003-10,Society,10.52293184001085
2003-11,Society,10.629482612373621
2003-12,Society,10.599272853698288
2004-01,Society,10.792879562124261
2004-02,Society,10.980991825141585
2004-03,Society,10.896485702068144
2004-04,Society,11.16700053334054
2004-05,Society,11.284869862638953
2004-06,Society,11.382146964087314
2004-07,Society,11.418977463676889
2004-08,Society,11.558502748230401
2004-09,Society,11.607613952490853
2004-10,Society,11.180712990387972
2004-11,Society,11.10899229901753
2004-12,Society,11.115877394964954
2005-01,Society,10.998781963844399
2005-02,Society,11.01163291882785
2005-03,Society,11.119195082755914
2005-04,Society,10.903034332992776
2005-05,Society,10.804520483258068
2005-06,Society,10.653888916803178
2005-07,Society,10.580541449405754
2005-08,Society,10.390761484423829
2005-09,Society,10.133593378200379
2005-10,Society,10.061749425441262
2005-11,Society,10.018523438380475
2005-12,Society,10.07678950280779
2006-01,Society,10.034604355635278
2006-02,Society,10.012268933225657
2006-03,Society,10.038828436700319
2006-04,Society,10.20163549313707
2006-05,Society,10.368240786251055
2006-06,Society,10.481304567690767
2006-07,Society,10.442278363529512
2006-08,Society,10.545505114813214
2006-09,Society,10.607146535650537
2006-10,Society,10.756802942453884
2006-11,Society,11.026303318594017
2006-12,Society,11.004279972609682
2007-01,Society,11.08055176648765
2007-02,Society,11.231541901745247
2007-03,Society,11.236949548776359
2007-04,Society,11.09770670036443
2007-05,Society,11.180311492976086
2007-06,Society,11.112165362546266
2007-07,Society,11.184882288367552
2007-08,Society,11.24033290554686
2007-09,Society,11.159692837053088
2007-10,Society,11.10966659726075
2007-11,Society,10.955500347599974
2007-12,Society,10.870362850015646
2008-01,Society,10.812234031104225
2008-02,Society,10.628517080261942
2008-03,Society,10.44176766280714
2008-04,Society,10.202724978892945
2008-05,Society,9.972533211656716
2008-06,Society,9.835282434612838
2008-07,Society,9.780487385150089
2008-08,Society,9.667600325288637
2008-09,Society,9.586739199870971
2008-10,Society,9.597065389327453
2008-11,Society,9.58184696894669
2008-12,Society,9.609065817853594
2009-01,Society,9.535252477345447
2009-02,Society,9.553155325198587
2009-03,Society,9.495340155219045
2009-04,Society,9.675523028672686
2009-05,Society,9.89303534820386
2009-06,Society,10.027166662449591
2009-07,Society,10.018394722066171
2009-08,Society,10.099561745549979
2009-09,Society,10.178350028932915
2009-10,Society,10.19248324859851
2009-11,Society,10.064096486491177
2009-12,Society,10.049208300264253
2010-01,Society,9.912377753644595
2010-02,Society,9.843490341600212
2010-03,Society,9.89452543746003
2010-04,Society,9.951464968796731
2010-05,Society,9.79716213033138
2010-06,Society,9.698015557410454
2010-07,Society,9.625954270724954
2010-08,Society,9.460764387442154
2010-09,Society,9.278497761477793
2010-10,Society,9.239880408498403
2010-11,Society,9.243822742213053
2010-12,Society,9.206667759256476
2011-01,Society,9.33958632170233
2011-02,Society,9.218371101545523
2011-03,Society,9.135297738998453
2011-04,Society,8.98651699103594
2011-05,Society,8.924483623866868
2011-06,Society,8.987874143257184
2011-07,Society,9.137153541600885
2011-08,Society,9.575289083265611
2011-09,Society,9.667744225273541
2011-10,Society,9.78993330108746
2011-11,Society,9.91283671753007
2011-12,Society,9.985880322621302
2012-01,Society,10.047024639824429
2012-02,Society,10.412074056748686
2012-03,Society,10.794093166486002
2012-04,Society,11.033605115187699
2012-05,Society,11.31376899991052
2012-06,Society,11.381734149142495
2012-07,Society,11.273934488566592
2012-08,Society,11.213176858470481
2012-09,Society,11.37932817759689
2012-10,Society,11.299175126360518
2012-11,Society,11.32755127905309
2012-12,Society,11.24098029234929
2013-01,Society,11.2498462234529
2013-02,Society,11.266721494286607
2013-03,Society,11.414010443105575
2013-04,Society,11.568227675952551
2013-05,Society,11.798615159593448
2013-06,Society,11.916690439689663
2013-07,Society,12.03645860160143
2013-08,Society,12.394254661988688
2013-09,Society,12.666871363597782
2013-10,Society,12.644000225271517
2013-11,Society,12.706630624647339
2013-12,Society,12.561309864132697
2014-01,Society,12.48219837121791
2014-02,Society,12.452114298749054
2014-03,Society,12.378814866184568
2014-04,Society,12.394203232274121
2014-05,Society,12.381978481613494
2014-06,Society,12.295612703349267
2014-07,Society,12.249353836246529
2014-08,Society,12.074708105496942
2014-09,Society,12.000884160898922
2014-10,Society,12.194997155363192
2014-11,Society,12.299861254007878
2014-12,Society,12.359496026229985
2015-01,Society,12.489252930629887
2015-02,Society,12.559347537562843
2015-03,Society,12.484042693373233
2015-04,Society,12.506632326892433
2015-05,Society,12.448085239520678
2015-06,Society,12.417755257408682
2015-07,Society,12.46323528206929
2015-08,Society,12.42939773009349
2015-09,Society,12.395839893601858
2015-10,Society,12.309019638097269
2015-11,Society,12.245309742038394
2015-12,Society,11.883973283613221
2016-01,Society,11.712127781284005
2016-02,Society,11.398235732319725
2016-03,Society,11.504681261518554
2016-04,Society,11.49400184546074
2016-05,Society,11.526360461702179
2016-06,Society,11.283695326316757
2016-07,Society,11.098297203476681
2016-08,Society,10.821997188052338
2016-09,Society,10.993763901942756
2016-10,Society,10.700976554721006
2016-11,Society,10.508595920258708
2016-12,Society,10.76929115842358
2017-01,Society,10.697593959069613
2017-02,Society,10.956290936026178
2017-03,Society,11.099688279842404
2017-04,Society,11.109992923911523
2017-05,Society,11.252762183428695
2017-06,Society,11.570734833346181
2017-07,Society,11.677820164060723
2017-08,Society,11.907050659192029
2002-01,Violent,7.118190230079766
2002-02,Violent,7.065348883321414
2002-03,Violent,7.0937713651778616
2002-04,Violent,7.164260796041322
2002-05,Violent,7.29397428496433
2002-06,Violent,7.293076711808512
2002-07,Violent,7.437753262429627
2002-08,Violent,7.488871611034982
2002-09,Violent,7.457657704786826
2002-10,Violent,7.408049967105834
2002-11,Violent,7.4919416684040545
2002-12,Violent,7.527984315173305
2003-01,Violent,7.601850771567617
2003-02,Violent,7.708015955909517
2003-03,Violent,7.76126293977963
2003-04,Violent,7.687662518434578
2003-05,Violent,7.730303513512364
2003-06,Violent,7.767044171787719
2003-07,Violent,7.704888082210939
2003-08,Violent,7.623013889067825
2003-09,Violent,7.751159563455868
2003-10,Violent,7.765684249556371
2003-11,Violent,7.765724923024048
2003-12,Violent,7.744010437459363
2004-01,Violent,7.7225445051353905
2004-02,Violent,7.65946137390651
2004-03,Violent,7.78260696392807
2004-04,Violent,7.867513700384684
2004-05,Violent,7.753100826599329
2004-06,Violent,7.8121542145448455
2004-07,Violent,7.77698221933331
2004-08,Violent,7.900270045946314
2004-09,Violent,8.023096554030362
2004-10,Violent,8.056974769728273
2004-11,Violent,8.014028058880553
2004-12,Violent,7.98608189942287
2005-01,Violent,7.915682724902865
2005-02,Violent,8.13490474934501
2005-03,Violent,8.173618005273546
2005-04,Violent,8.234998541637447
2005-05,Violent,8.257591009448122
2005-06,Violent,8.376459674405073
2005-07,Violent,8.386370409965577
2005-08,Violent,8.329896727690311
2005-09,Violent,8.274898981702947
2005-10,Violent,8.303112283832409
2005-11,Violent,8.408274385078709
2005-12,Violent,8.364663205229649
2006-01,Violent,8.372363697759804
2006-02,Violent,8.256462605320031
2006-03,Violent,8.098677205284448
2006-04,Violent,8.096259621717545
2006-05,Violent,8.155886854105516
2006-06,Violent,8.155159857172485
2006-07,Violent,8.157589533214324
2006-08,Violent,8.210911678562258
2006-09,Violent,8.228193638422669
2006-10,Violent,8.141793201359347
2006-11,Violent,8.133770490157707
2006-12,Violent,8.167193187033847
2007-01,Violent,8.318947915606605
2007-02,Violent,8.397625053250755
2007-03,Violent,8.376129655546146
2007-04,Violent,8.29241263804816
2007-05,Violent,8.273559915065599
2007-06,Violent,8.294455575447667
2007-07,Violent,8.324613283292841
2007-08,Violent,8.386271479420378
2007-09,Violent,8.453613756395665
2007-10,Violent,8.721293306117156
2007-11,Violent,8.84091536006446
2007-12,Violent,8.774738042934642
2008-01,Violent,8.72308705945594
2008-02,Violent,8.771978671200916
2008-03,Violent,8.88697100386639
2008-04,Violent,9.06363106484491
2008-05,Violent,9.117766187518775
2008-06,Violent,9.066695621917884
2008-07,Violent,9.04240649030385
2008-08,Violent,8.887048040251598
2008-09,Violent,8.890134266858833
2008-10,Violent,8.68426221993004
2008-11,Violent,8.611023491035896
2008-12,Violent,8.585070713799725
2009-01,Violent,8.430132238763852
2009-02,Violent,8.356123600856959
2009-03,Violent,8.244840849552666
2009-04,Violent,8.233130939567966
2009-05,Violent,8.232692430302965
2009-06,Violent,8.113509753520963
2009-07,Violent,8.064111256869337
2009-08,Violent,8.171796953416969
2009-09,Violent,8.105492570638186
2009-10,Violent,8.155984180688343
2009-11,Violent,8.102781866567298
2009-12,Violent,8.09806703927172
2010-01,Violent,8.063387345599569
2010-02,Violent,8.096229566482119
2010-03,Violent,8.2166759781751
2010-04,Violent,8.062943542908448
2010-05,Violent,8.09537377166184
2010-06,Violent,8.280982181993886
2010-07,Violent,8.368306256263708
2010-08,Violent,8.381440294371552
2010-09,Violent,8.222271645919573
2010-10,Violent,8.170514093619804
2010-11,Violent,8.056283063707426
2010-12,Violent,8.079596370264255
2011-01,Violent,8.177195586358707
2011-02,Violent,8.21255724740216
2011-03,Violent,8.166366585750504
2011-04,Violent,8.069487598498092
2011-05,Violent,8.06806013221623
2011-06,Violent,7.911962485464257
2011-07,Violent,7.942781114419058
2011-08,Violent,7.853718876914618
2011-09,Violent,7.837568659209682
2011-10,Violent,7.890706141444094
2011-11,Violent,8.068473180355701
2011-12,Violent,8.062119043150343
2012-01,Violent,7.9886514508422035
2012-02,Violent,7.9908379650846655
2012-03,Violent,7.862364065761719
2012-04,Violent,8.015395017576527
2012-05,Violent,8.016022056040777
2012-06,Violent,8.023509928717958
2012-07,Violent,7.898064627109735
2012-08,Violent,7.948266419730591
2012-09,Violent,8.216062279338042
2012-10,Violent,8.141120606394097
2012-11,Violent,7.895753949319534
2012-12,Violent,7.718646946059434
2013-01,Violent,7.847814787833311
2013-02,Violent,7.7618837884165455
2013-03,Violent,7.89687188215963
2013-04,Violent,7.835682027904947
2013-05,Violent,7.938472332417268
2013-06,Violent,7.866162043587451
2013-07,Violent,8.05670472078568
2013-08,Violent,8.117620764647237
2013-09,Violent,8.18632878753804
2013-10,Violent,8.146367801551834
2013-11,Violent,8.125222123801601
2013-12,Violent,8.229678920551565
2014-01,Violent,8.177791647313137
2014-02,Violent,8.20518295507043
2014-03,Violent,8.240983208706925
2014-04,Violent,8.288518552202081
2014-05,Violent,8.298205700570225
2014-06,Violent,8.363183776463943
2014-07,Violent,8.315228573813258
2014-08,Violent,8.085006010820594
2014-09,Violent,7.8242445469596875
2014-10,Violent,7.841312178169394
2014-11,Violent,7.809145508131479
2014-12,Violent,7.719393427556101
2015-01,Violent,7.8655919896268855
2015-02,Violent,7.742205207526925
2015-03,Violent,7.648411960509823
2015-04,Violent,7.695415474161816
2015-05,Violent,7.626451605640162
2015-06,Violent,7.560775423524658
2015-07,Violent,7.55081430064922
2015-08,Violent,7.55656737333852
2015-09,Violent,7.664145848303017
2015-10,Violent,7.600590496250169
2015-11,Violent,7.642527178063526
2015-12,Violent,7.678805200073205
2016-01,Violent,7.692408187972026
2016-02,Violent,7.642077340619661
2016-03,Violent,7.663464556461131
2016-04,Violent,7.556683860129289
2016-05,Violent,7.59455450248963
2016-06,Violent,7.7810586610458685
2016-07,Violent,7.9023381497935
2016-08,Violent,8.019220602859336
2016-09,Violent,7.951541882131679
2016-10,Violent,8.011850800054708
2016-11,Violent,8.123234165104991
2016-12,Violent,8.218710881802405
2017-01,Violent,8.149317682968274
2017-02,Violent,8.253141757109601
2017-03,Violent,8.328683454176575
2017-04,Violent,8.303128397757508
2017-05,Violent,8.400019702014431
2017-06,Violent,8.409562603095235
2017-07,Violent,8.458464822056284
2017-08,Violent,8.334461812991114
2002-01,Total,4.560886439333352
2002-02,Total,4.556595281150377
2002-03,Total,4.553195416796487
2002-04,Total,4.546914293309349
2002-05,Total,4.55560405711949
2002-06,Total,4.57214122804296
2002-07,Total,4.628988945416505
2002-08,Total,4.646642479309785
2002-09,Total,4.666807037386958
2002-10,Total,4.661331540240388
2002-11,Total,4.661436299166129
2002-12,Total,4.622365154854556
2003-01,Total,4.61074252208381
2003-02,Total,4.620699283547997
2003-03,Total,4.645577501250594
2003-04,Total,4.670142185097142
2003-05,Total,4.690557987732444
2003-06,Total,4.70074367824982
2003-07,Total,4.705929439439046
2003-08,Total,4.728398662280103
2003-09,Total,4.760213410034155
2003-10,Total,4.840400619465254
2003-11,Total,4.864381199985485
2003-12,Total,4.9002572441740595
2004-01,Total,4.9325640247121125
2004-02,Total,4.946219389488913
2004-03,Total,5.0041790400837085
2004-04,Total,5.057992806394338
2004-05,Total,5.0786793670790695
2004-06,Total,5.068369282887325
2004-07,Total,5.0680786692843975
2004-08,Total,5.0990344343069784
2004-09,Total,5.111577252246413
2004-10,Total,5.065060526242572
2004-11,Total,5.025749544564356
2004-12,Total,5.0232873965047595
2005-01,Total,5.010141852921553
2005-02,Total,5.036306853686028
2005-03,Total,4.999462798997728
2005-04,Total,4.952546383768509
2005-05,Total,4.953248397416398
2005-06,Total,5.000184280377858
2005-07,Total,5.0151151325093
2005-08,Total,5.019841172475421
2005-09,Total,4.984437344962631
2005-10,Total,4.98260360728894
2005-11,Total,5.023417517494798
2005-12,Total,5.028927391053191
2006-01,Total,5.009086620632986
2006-02,Total,4.999134705147493
2006-03,Total,4.985823533347877
2006-04,Total,5.00913761733678
2006-05,Total,5.061369468030338
2006-06,Total,5.066413077562936
2006-07,Total,5.0680979813282905
2006-08,Total,5.132241738104705
2006-09,Total,5.202703143314075
2006-10,Total,5.238783418009665
2006-11,Total,5.299809103635653
2006-12,Total,5.327050999067763
2007-01,Total,5.40423696632056
2007-02,Total,5.474532803482164
2007-03,Total,5.504071010902795
2007-04,Total,5.53705299859183
2007-05,Total,5.575050785926391
2007-06,Total,5.638365101632111
2007-07,Total,5.6816924582013675
2007-08,Total,5.736057060488471
2007-09,Total,5.806259304289687
2007-10,Total,5.881872190162547
2007-11,Total,5.8929272397677765
2007-12,Total,5.8943401555291315
2008-01,Total,5.899542509275554
2008-02,Total,5.892936353786633
2008-03,Total,5.867183476518439
2008-04,Total,5.8608131855330585
2008-05,Total,5.840242600348388
2008-06,Total,5.796727521279061
2008-07,Total,5.7667252709781875
2008-08,Total,5.711537380570956
2008-09,Total,5.655922749733322
2008-10,Total,5.58714483960729
2008-11,Total,5.531300402568584
2008-12,Total,5.4555728716751934
2009-01,Total,5.420837816006076
2009-02,Total,5.388981812276281
2009-03,Total,5.341095302265993
2009-04,Total,5.3216059805981475
2009-05,Total,5.304067540637657
2009-06,Total,5.3108421058270645
2009-07,Total,5.29751255980587
2009-08,Total,5.302835636484728
2009-09,Total,5.298341803186287
2009-10,Total,5.314457611506267
2009-11,Total,5.331403543113716
2009-12,Total,5.391871211743529
2010-01,Total,5.405154871559104
2010-02,Total,5.39149878534895
2010-03,Total,5.418292858438198
2010-04,Total,5.423910571949066
2010-05,Total,5.449271162924423
2010-06,Total,5.393740720739331
2010-07,Total,5.3965873147601675
2010-08,Total,5.349013264656013
2010-09,Total,5.3248391004677975
2010-10,Total,5.284312672766153
2010-11,Total,5.259989781145417
2010-12,Total,5.249953365259153
2011-01,Total,5.245813047574322
2011-02,Total,5.23075868910162
2011-03,Total,5.212030385743458
2011-04,Total,5.195024564650474
2011-05,Total,5.197833824196528
2011-06,Total,5.272172957482671
2011-07,Total,5.282183515762828
2011-08,Total,5.311513326232754
2011-09,Total,5.3437363044981705
2011-10,Total,5.375764080935667
2011-11,Total,5.412202367163023
2011-12,Total,5.428937142373149
2012-01,Total,5.404898929610819
2012-02,Total,5.45759973072586
2012-03,Total,5.491100987767074
2012-04,Total,5.48252799267558
2012-05,Total,5.46542918036394
2012-06,Total,5.424494620947999
2012-07,Total,5.405446207956343
2012-08,Total,5.4018538459943155
2012-09,Total,5.414718554997368
2012-10,Total,5.418860125586196
2012-11,Total,5.367967014033264
2012-12,Total,5.371228914963719
2013-01,Total,5.390937684461155
2013-02,Total,5.360130485711538
2013-03,Total,5.343056218200135
2013-04,Total,5.380242730006242
2013-05,Total,5.412361824697946
2013-06,Total,5.409010922577861
2013-07,Total,5.458580315085565
2013-08,Total,5.507518391548968
2013-09,Total,5.512039176472103
2013-10,Total,5.510100164280809
2013-11,Total,5.536625023104045
2013-12,Total,5.537413628026962
2014-01,Total,5.522152469512593
2014-02,Total,5.534620393894131
2014-03,Total,5.545319754673717
2014-04,Total,5.5421691104743775
2014-05,Total,5.5581942121263435
2014-06,Total,5.569088380215175
2014-07,Total,5.57502716205391
2014-08,Total,5.5384837215091105
2014-09,Total,5.539449378306163
2014-10,Total,5.598901046842368
2014-11,Total,5.576077624931667
2014-12,Total,5.592670973255731
2015-01,Total,5.637621142095347
2015-02,Total,5.604702784409172
2015-03,Total,5.648620889896907
2015-04,Total,5.657775749449009
2015-05,Total,5.59555746014368
2015-06,Total,5.609802203997672
2015-07,Total,5.602126664615465
2015-08,Total,5.628135717839994
2015-09,Total,5.647440124234416
2015-10,Total,5.628192007815227
2015-11,Total,5.622063666263588
2015-12,Total,5.541989034172424
2016-01,Total,5.506598289455538
2016-02,Total,5.487264159083286
2016-03,Total,5.429420995145024
2016-04,Total,5.395669020409132
2016-05,Total,5.453655349656301
2016-06,Total,5.470957154800867
2016-07,Total,5.47983288923832
2016-08,Total,5.491724703026714
2016-09,Total,5.468509276765673
2016-10,Total,5.431601936180927
2016-11,Total,5.45803751758977
2016-12,Total,5.493664589499122
2017-01,Total,5.4990616919903506
2017-02,Total,5.5284140712049075
2017-03,Total,5.569078504888333
2017-04,Total,5.612625928027492
2017-05,Total,5.580278446628364
2017-06,Total,5.632024196649632
2017-07,Total,5.654292627551534
2017-08,Total,5.634422099903718
